schemaVersion,recordType,source.name,source.url,collectedAt,content.productName,content.startupName,content.pricingModel,content.extractedBy,content.startupNameRaw
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/semrush-ai-visibility-toolkit,2026-08-27T12:30:00Z,Semrush AI Visibility Toolkit,Semrush AI Visibility Toolkit,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/nightcafe-studio,2026-08-27T12:30:01Z,NightCafe Studio,NightCafe Studio,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/thunderbit,2026-08-27T12:30:01Z,Thunderbit,Thunderbit,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/brandblast,2026-08-27T12:30:01Z,Brandblast.ai,Brandblast.ai,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/qoves,2026-08-27T12:30:02Z,QOVES,QOVES,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/endel,2026-08-27T12:30:02Z,Endel,Endel,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/uniai,2026-08-27T12:30:01Z,UniAI,UniAI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/pika,2026-08-27T12:30:02Z,Pika,Pika,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/coinfeeds,2026-08-27T12:30:02Z,Coinfeeds,Coinfeeds,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ai-msl,2026-08-27T12:30:03Z,AI MSL,AI MSL,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/mymind,2026-08-27T12:30:03Z,mymind,mymind,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/call-annie,2026-08-27T12:30:03Z,Call Annie,Call Annie,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/machgen,2026-08-27T12:30:03Z,MachGen,MachGen,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ambient,2026-08-27T12:30:03Z,Ambient,Ambient,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/knotr-ai,2026-08-27T12:30:03Z,Knotr AI,Knotr AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/xeditai,2026-08-27T12:30:03Z,xeditai,xeditai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/guardrail-technologies,2026-08-27T12:30:04Z,Guardrail Technologies,Guardrail Technologies,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dream-interpreter,2026-08-27T12:30:04Z,Dream Interpreter,Dream Interpreter,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/thinkdiffusion,2026-08-27T12:30:04Z,Thinkdiffusion,Thinkdiffusion,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/speechify,2026-08-27T12:30:04Z,Speechify Studio - AI Voice Generator,Speechify Studio - AI Voice Generator,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dexa-ai,2026-08-27T12:30:05Z,Dexa AI,Dexa AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/midjourney,2026-08-27T12:30:05Z,Midjourney,Midjourney,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/runsybil,2026-08-27T12:30:05Z,RunSybil,RunSybil,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dcipher-insight-booster,2026-08-27T12:30:05Z,Dcipher Insight Booster,Dcipher Insight Booster,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dedoctive,2026-08-27T12:30:06Z,Dedoctive,Dedoctive,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/pdffly,2026-08-27T12:30:06Z,PDFFly,PDFFly,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/plotstudio-ai,2026-08-27T12:30:06Z,PlotStudio AI,PlotStudio AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/aidelly,2026-08-27T12:30:06Z,Aidelly,Aidelly,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/akkio,2026-08-27T12:30:07Z,Akkio,Akkio,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/wix-logo-maker,2026-08-27T12:30:07Z,Wix Logo Maker,Wix Logo Maker,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/gpt-for-sheets,2026-08-27T12:30:07Z,GPT for Sheets and Docs,GPT for Sheets and Docs,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/azara,2026-08-27T12:30:07Z,Azara,Azara,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/mindsera,2026-08-27T12:30:08Z,Mindsera,Mindsera,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/quilter,2026-08-27T12:30:08Z,Quilter,Quilter,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/abridge,2026-08-27T12:30:08Z,Abridge,Abridge,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/casablanca,2026-08-27T12:30:08Z,Casablanca,Casablanca,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/get3d-nvidia,2026-08-27T12:30:23Z,GET3D by NVIDIA,NVIDIA,FREE,gemini,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/storyd,2026-08-27T12:30:09Z,STORYD,STORYD,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/lutra-ai,2026-08-27T12:30:09Z,Lutra AI,Lutra AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/assert-ai,2026-08-27T12:30:10Z,Assert AI,Assert AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/merlin,2026-08-27T12:30:09Z,Merlin,Merlin,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/capcut-commerce,2026-08-27T12:30:09Z,CapCut Commerce,CapCut Commerce,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/maxai,2026-08-27T12:30:10Z,MaxAI.me,MaxAI.me,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/maxfusion,2026-08-27T12:30:10Z,Maxfusion,Maxfusion,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/elevenlabs,2026-08-27T12:30:10Z,ElevenLabs,ElevenLabs,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/artbreeder,2026-08-27T12:30:11Z,Artbreeder,Artbreeder,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/noisee-ai,2026-08-27T12:30:10Z,Noisee AI,Noisee AI,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/caffeine,2026-08-27T12:30:11Z,Caffeine,Caffeine,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ceartas-dmca,2026-08-27T12:30:11Z,Ceartas DMCA,Ceartas DMCA,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/whoop,2026-08-27T12:30:11Z,Whoop,Whoop,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/wegic,2026-08-27T12:30:11Z,Wegic,Wegic,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/hostinger-horizons,2026-08-27T12:30:12Z,Hostinger Horizons,Hostinger Horizons,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ordinary-people-prompts,2026-08-27T12:30:13Z,Ordinary People Prompts,Ordinary People Prompts,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/x-pilot-ai,2026-08-27T12:30:12Z,X-Pilot AI,xAI,FREEMIUM,heuristic,X-Pilot AI
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/shipixen,2026-08-27T12:30:12Z,Shipixen,Shipixen,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/chat-prompt-genius,2026-08-27T12:30:12Z,Chat Prompt Genius,Chat Prompt Genius,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/wellsaid,2026-08-27T12:30:13Z,WellSaid,WellSaid,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/design-com,2026-08-27T12:30:13Z,Design.com,Design.com,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ai-consulting-tools,2026-08-27T12:30:13Z,AI Consulting Tools,AI Consulting Tools,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/tutorai,2026-08-27T12:30:13Z,TutorAI,TutorAI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/saywhatt,2026-08-27T12:30:14Z,SayWhatt,SayWhatt,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/minion-ai,2026-08-27T12:30:14Z,Minion AI,Minion AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/luminance,2026-08-27T12:30:14Z,Luminance,Luminance,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/unriddle,2026-08-27T12:30:15Z,Unriddle,Unriddle,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/publicai,2026-08-27T12:30:15Z,PublicAI,PublicAI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/falcon-llm,2026-08-27T12:30:15Z,Falcon LLM,Falcon LLM,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/gigasheet,2026-08-27T12:30:15Z,Gigasheet,Gigasheet,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/adobe-photoshop,2026-08-27T12:30:15Z,Adobe Photoshop,Adobe Photoshop,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/datasnipper,2026-08-27T12:30:16Z,DataSnipper,DataSnipper,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/magicphotos,2026-08-27T12:30:16Z,MagicPhotos,MagicPhotos,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/systran,2026-08-27T12:30:16Z,SYSTRAN,SYSTRAN,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/monica,2026-08-27T12:30:16Z,Monica,Monica,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/studyx,2026-08-27T12:30:16Z,StudyX,StudyX,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ask-layla,2026-08-27T12:30:17Z,Ask Layla,Ask Layla,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ai-home-design,2026-08-27T12:30:17Z,AI Home Design,AI Home Design,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/coris,2026-08-27T12:30:17Z,Coris,Coris,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/adobe-podcast,2026-08-27T12:30:17Z,Adobe Podcast,Adobe Podcast,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/microsoft-designer,2026-08-27T12:30:17Z,Microsoft Designer,Microsoft Designer,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/jasper-art,2026-08-27T12:30:18Z,Jasper Art,Jasper,FREEMIUM,heuristic,Jasper Art
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/jace,2026-08-27T12:30:18Z,Jace,Jace,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/writecream,2026-08-27T12:30:18Z,Writecream,Writecream,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/durable-ai,2026-08-27T12:30:18Z,Durable AI,Durable AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/magnific-ai-voice-generator,2026-08-27T12:30:19Z,Magnific AI Voice Generator,Magnific AI Voice Generator,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/murmurcast,2026-08-27T12:30:19Z,MurmurCast,MurmurCast,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/giftpack,2026-08-27T12:30:19Z,Giftpack,Giftpack,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/seowritex,2026-08-27T12:30:19Z,SEOWriteX,SEOWriteX,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/parspec,2026-08-27T12:30:19Z,Parspec,Parspec,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/stable-diffusion,2026-08-27T12:30:20Z,Stable Diffusion,Stable Diffusion,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/text2sql,2026-08-27T12:30:20Z,Text2SQL,Text2SQL,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/postsam,2026-08-27T12:30:20Z,PostSam,PostSam,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/tennr,2026-08-27T12:30:20Z,Tennr,Tennr,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/liberate,2026-08-27T12:30:21Z,Liberate,Liberate,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/deci,2026-08-27T12:30:21Z,Deci,Deci,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/hear,2026-08-27T12:30:21Z,Hear,Hear,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/powabase,2026-08-27T12:30:21Z,Powabase,Powabase,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/flowjin,2026-08-27T12:30:21Z,Flowjin,Flowjin,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/rodin,2026-08-27T12:30:22Z,Rodin,Rodin,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/immersity-ai,2026-08-27T12:30:22Z,Immersity AI,Immersity AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/spiritt,2026-08-27T12:30:22Z,Spiritt,Spiritt,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/bardeen-ai,2026-08-27T12:30:22Z,Bardeen AI,Bardeen AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ambience,2026-08-27T12:30:22Z,Ambience,Ambience,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ari,2026-08-27T12:30:23Z,Ari by Ariso,Ari by Ariso,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/evalyze,2026-08-27T12:30:23Z,Evalyze,Evalyze,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/originalityai,2026-08-27T12:30:23Z,Originality.AI,Originality.AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vidmage,2026-08-27T12:30:23Z,VidMage,VidMage,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/brandwell,2026-08-27T12:30:23Z,BrandWell,BrandWell,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/couplework,2026-08-27T12:30:24Z,CoupleWork,CoupleWork,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/stagehq-ai,2026-08-27T12:30:24Z,StageHQ AI,StageHQ AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/thumbnailai,2026-08-27T12:30:24Z,ThumbnailAI,ThumbnailAI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/swapp,2026-08-27T12:30:24Z,Swapp,Swapp,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/creatify,2026-08-27T12:30:25Z,Creatify,Creatify,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/claude,2026-08-27T12:30:25Z,Claude,Claude,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/eve-legal,2026-08-27T12:30:25Z,Eve Legal,Eve Legal,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/paioclaw,2026-08-27T12:30:25Z,PaioClaw,PaioClaw,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/mexty,2026-08-27T12:30:26Z,Mexty,Mexty,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/leni,2026-08-27T12:30:26Z,Leni,Leni,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/powtoon,2026-08-27T12:30:26Z,Powtoon,Powtoon,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/applaime,2026-08-27T12:30:26Z,Applaime,Applaime,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/offrs,2026-08-27T12:30:27Z,Offrs,Offrs,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vmake,2026-08-27T12:30:27Z,Vmake,Vmake,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/fliz,2026-08-27T12:30:27Z,Fliz,Fliz,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/makiverse,2026-08-27T12:30:27Z,Makiverse,Makiverse,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/zapt,2026-08-27T12:30:27Z,ZAPT,ZAPT,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/insightbase,2026-08-27T12:30:28Z,InsightBase,InsightBase,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/casper-ai,2026-08-27T12:30:27Z,Casper AI,Casper AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/videogen,2026-08-27T12:46:23Z,VideoGen,VideoGen,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/photomyne,2026-08-27T12:46:23Z,Photomyne,Photomyne,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/mindos,2026-08-27T12:46:24Z,MindOS,MindOS,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/iplan-ai,2026-08-27T12:46:23Z,iPlan.ai,iPlan.ai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/finch-3d,2026-08-27T12:46:24Z,Finch 3D,Finch 3D,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/bluedot,2026-08-27T12:46:24Z,Bluedot,Bluedot,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/beatwave,2026-08-27T12:46:25Z,Beatwave,Beatwave,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/bridgewise,2026-08-27T12:46:24Z,BridgeWise,BridgeWise,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/kindredmind,2026-08-27T12:46:25Z,KindredMind,KindredMind,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/cody,2026-08-27T12:46:25Z,Cody,Cody,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/converse-now,2026-08-27T12:46:25Z,Converse Now,Converse Now,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/semrush-advertising-toolkit,2026-08-27T12:46:26Z,Semrush Advertising Toolkit,Semrush Advertising Toolkit,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/copilot-for-microsoft-365,2026-08-27T12:46:26Z,Copilot for Microsoft 365,Copilot for Microsoft 365,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/eskritor,2026-08-27T12:46:26Z,Eskritor,Eskritor,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/izotope-rx,2026-08-27T12:46:27Z,iZotope RX,iZotope RX,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/chorus,2026-08-27T12:46:26Z,Chorus,Chorus,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/superagi,2026-08-27T12:46:27Z,SuperAGI,SuperAGI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/fliki,2026-08-27T12:46:27Z,Fliki,Fliki,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vyro-ai,2026-08-27T12:46:28Z,Vyro AI,Vyro AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/riffusion,2026-08-27T12:46:28Z,Riffusion,Riffusion,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/krispcall,2026-08-27T12:46:28Z,KrispCall,KrispCall,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vmeg,2026-08-27T12:46:28Z,VMEG,VMEG,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ai-hub,2026-08-27T12:46:29Z,AI HUB by Picsart,AI HUB by Picsart,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/cutout-pro,2026-08-27T12:46:29Z,Cutout Pro,Cutout Pro,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/docus,2026-08-27T12:46:29Z,Docus,Docus,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/google-cloud-vision-ai,2026-08-27T12:46:29Z,Google Cloud Vision AI,Google Cloud Vision AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/teachable-machine,2026-08-27T12:46:30Z,Teachable Machine,Teachable Machine,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/sonix,2026-08-27T12:46:30Z,Sonix,Sonix,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/playground-ai,2026-08-27T12:46:30Z,Playground AI,Playground AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/writingmate,2026-08-27T12:46:30Z,Writingmate,Writingmate,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/amazon-translate,2026-08-27T12:46:30Z,Amazon Translate,Amazon Translate,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/glean,2026-08-27T12:46:31Z,Glean,Glean,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/humanize-ai-pro,2026-08-27T12:46:31Z,Humanize AI Pro,Humanize AI Pro,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/anakinai,2026-08-27T12:46:32Z,Anakin.ai,Anakin.ai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/pi,2026-08-27T12:46:31Z,Pi,Pi,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/sendmux,2026-08-27T12:46:32Z,Sendmux,Sendmux,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/rightjoin,2026-08-27T12:46:32Z,RightJoin,RightJoin,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/insmind,2026-08-27T12:46:33Z,insMind,insMind,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/scholarcy,2026-08-27T12:46:33Z,Scholarcy,Scholarcy,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/juno-research,2026-08-27T12:46:34Z,Juno Research,Juno Research,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/microsoft-bing,2026-08-27T12:46:33Z,Microsoft Bing,Microsoft Bing,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/comment-generator,2026-08-27T12:46:34Z,Comment Generator,Comment Generator,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/limestone-digital,2026-08-27T12:46:34Z,Limestone Digital,Limestone Digital,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/gling,2026-08-27T12:46:35Z,Gling,Gling,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/pictory,2026-08-27T12:46:37Z,Pictory,Pictory,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/twee,2026-08-27T12:46:35Z,Twee,Twee,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/facefame,2026-08-27T12:46:35Z,Facefame,Facefame,ENTERPRISE,heuristic,
